brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,log_price,age_bucket
Mazda,CX-5,5900,Sport,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,American Specs,2,149.5,2249.5,2950.0,11.002116507732017,2-3
GMC,Terrain,121000,SLE,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,9,249.5,3249.5,13444.444444444443,10.106469212026385,7-10
Hyundai,Creta,10,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,149.5,1749.5,10.0,11.125806040978839,0-1
Volkswagen,Tiguan,87326,S,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,2249.5,14554.333333333334,11.080618310893968,4-6
Nissan,Altima,275000,SV,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,149.5,2749.5,25000.0,9.90353755128617,10+
GMC,Sierra,15000,1500 AT4,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,1,449.5,,15000.0,12.371591321286905,0-1
Hyundai,Tucson,149000,GL,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,249.5,,24833.333333333332,10.596659732783579,4-6
Lexus,LX-Series,210000,LX 570 Sport S+,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,13,349.5,,16153.846153846154,11.466891997618188,10+
Hyundai,Tucson,118613,Limited,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,American Specs,8,149.5,1749.5,14826.625,10.714439990727769,7-10
Lamborghini,Aventador,18000,LP 700-4 Roadster,2 door,Petrol,12,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,11,749.5,4000.0,1636.3636363636365,13.864301674514206,10+
Dodge,Ram,168000,1500 Rebel Crew,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,American Specs,7,449.5,4000.0,24000.0,11.599112335481124,7-10
Cadillac,CTS/Catera,147000,V Series,4 door,Petrol,Unknown,Sedan,Unknown,Left Hand,GCC Specs,21,,,7000.0,10.463131911491969,10+
Land Rover,Range Rover,73000,Autobiography,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,9,549.5,4000.0,8111.111111111111,11.686887175419702,7-10
Nissan,Patrol,259000,SE Platinum,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,12,349.5,4000.0,21583.33333333333,10.933124826700707,10+
Ford,Other,52840,,2 door,Electric,,Other,8+ Seater,Left Hand,GCC Specs,10,349.5,,5284.0,11.502885230075814,7-10
Nissan,Altima,300000,Limited Edition,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,18,249.5,2749.5,16666.666666666668,9.04793908261736,10+
Audi,A7,165123,50 TFSI,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,10,349.5,3249.5,16512.3,10.542732775946709,7-10
Volkswagen,ID.4,97000,PURE +,4 door,Electric,,SUV,,Left Hand,Other,5,349.5,,19400.0,11.06665398721974,4-6
Nissan,Patrol,49500,XE,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,3,449.5,4000.0,16500.0,11.998439434579149,2-3
GMC,Yukon,450,Denali,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,1,549.5,4000.0,450.0,12.688501881189456,0-1
Cadillac,Escalade,165000,Platinum Luxury,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,11,449.5,,15000.0,11.156264806643742,10+
MINI,Cooper,23052,Cooper S,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,5,249.5,2249.5,4610.4,11.082142548877775,4-6
Nissan,Kicks,198000,S,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,33000.0,10.264687244346277,4-6
Porsche,Cayenne,77216,S,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,8,449.5,2749.5,9652.0,12.149507585033072,7-10
Tesla,Model Y,60000,Long Range,4 door,Electric,,SUV,5 Seater,Left Hand,GCC Specs,3,349.5,,20000.0,11.775297421715827,2-3
Land Rover,Range Rover,80000,Autobiography,5+ doors,Petrol,8,SUV,4 Seater,Left Hand,GCC Specs,11,549.5,4000.0,7272.727272727273,11.652261229588024,10+
Ferrari,12Cilindri,0,Spider,2 door,Petrol,12,Hard Top Convertible,2 Seater,Left Hand,European Specs,1,849.5,4000.0,0.0,14.862828148735076,0-1
Hyundai,Elantra,248000,Comfort,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,149.5,2249.5,35428.57142857143,10.203629181337648,7-10
Jeep,Wrangler,91119,Sport,3 door,Petrol,6,SUV,4 Seater,Left Hand,GCC Specs,5,249.5,3749.5,18223.8,11.599112335481124,4-6
Mercedes-Benz,E-Class,111000,E 500,4 door,Petrol,8,Sedan,4 Seater,Left Hand,Japanese Specs,32,349.5,4000.0,3468.75,12.721888795877376,10+
Hyundai,Kona,91000,Other,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,6,,,15166.666666666666,10.680539205318292,4-6
Mercedes-Benz,E-Class,190000,E 350,2 door,Petrol,6,Coupe,5 Seater,Left Hand,American Specs,12,249.5,3249.5,15833.333333333334,10.275085591132717,10+
Mitsubishi,Pajero,302000,Other,3 door,Petrol,6,SUV,,Left Hand,Japanese Specs,18,249.5,3249.5,16777.777777777777,9.90353755128617,10+
Porsche,Carrera / 911,32000,GT3,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,4,549.5,4000.0,8000.0,13.377007146164305,4-6
Kia,Rio,228000,Other,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,11,49.5,1249.5,20727.272727272728,9.510519035757246,10+
Mercedes-Benz,C-Class,99000,C63 AMG,2 door,Petrol,8,Coupe,4 Seater,Left Hand,Korean Specs,8,549.5,4000.0,12375.0,11.91170829631447,7-10
Lincoln,Aviator,141536,Reserve,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,6,449.5,3249.5,23589.333333333332,11.350418300109132,4-6
Land Rover,Range Rover,57383,Vogue HSE,5+ doors,Petrol,6,SUV,,Left Hand,GCC Specs,2,449.5,,28691.5,13.120363378739663,2-3
Lexus,RX-Series,40500,RX 350 Full Option,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,4,349.5,3249.5,10125.0,12.100717685412471,4-6
Volkswagen,Tiguan,12600,R-Line Black Edition,5+ doors,Petrol,4,SUV,4 Seater,Left Hand,GCC Specs,1,149.5,2249.5,12600.0,12.042971193457888,0-1
Nissan,Patrol,155000,LE Titanium,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,15,449.5,,10333.333333333334,10.799595985047786,10+
Toyota,Prado,0,Adventure,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,0,249.5,2249.5,0.0,12.380030154325457,0-1
Lamborghini,Urus,0,SE,4 door,Hybrid,8,SUV,5 Seater,Left Hand,European Specs,1,849.5,3749.5,0.0,14.19736648302693,0-1
Smart,Other,50,Other,2 door,Electric,3,Soft Top Convertible,2 Seater,Left Hand,European Specs,3,49.5,749.5,16.666666666666668,12.608202196848836,2-3
MG,RX5,30700,Luxury,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,15350.0,11.077516480488992,2-3
Hyundai,Tucson,14000,Premium,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,2,149.5,2749.5,7000.0,11.643962499267984,2-3
Li Auto,L7,500,Ultra,5+ doors,Hybrid,4,SUV,5 Seater,Left Hand,Other,1,449.5,,500.0,12.230770136157428,0-1
MG,MG3,28012,Lux,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,1,149.5,1249.5,28012.0,10.691967639914864,0-1
Audi,SQ5,130000,3.0 TFSI quattro,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,8,349.5,,16250.0,11.277215789596893,7-10
Nissan,Pathfinder,104000,Platinum,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,American Specs,4,349.5,3249.5,26000.0,11.112462823634855,4-6
BYD,Qin Plus,0,DM-i,4 door,Hybrid,4,Sedan,5 Seater,Left Hand,Chinese Specs,1,149.5,1749.5,0.0,10.641870970494749,0-1
Honda,Accord,109000,EX-L V6,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Korean Specs,17,249.5,3749.5,6411.764705882353,9.798182590890704,10+
Lexus,NX-Series,92000,NX 300 Premier,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,8,249.5,2749.5,11500.0,11.211833885608511,7-10
Volkswagen,ID.4,30000,Crozz,5+ doors,Electric,Unknown,SUV,5 Seater,Left Hand,Chinese Specs,5,249.5,,6000.0,11.22191786908987,4-6
Volkswagen,Teramont,36592,Comfortline,4 door,Petrol,4,SUV,,Left Hand,GCC Specs,2,249.5,2249.5,18296.0,11.917730355182513,2-3
Genesis,GV70,49000,Premium,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,349.5,2249.5,16333.333333333334,11.979805470779858,2-3
Cadillac,ATS,105000,V Series Carbon Fiber,4 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,9,449.5,3249.5,11666.666666666666,11.289781913656018,7-10
Jeep,Wrangler,220000,Sport,2 door,Petrol,6,Utility Truck,4 Seater,Left Hand,GCC Specs,10,249.5,3749.5,22000.0,10.799595985047786,7-10
Land Rover,Discovery Sport,119000,HSE,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,10,249.5,2249.5,11900.0,10.59665973278358,7-10
Land Rover,Range Rover,76360,HSE,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,4,349.5,3249.5,19090.0,12.611541086966115,4-6
Honda,Accord,111000,EX-L V6,2 door,Petrol,6,Coupe,5 Seater,Left Hand,GCC Specs,16,249.5,2249.5,6937.5,9.61587214452889,10+
Ford,Mustang,28000,Super Snake,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,9,749.5,4000.0,3111.1111111111113,12.201065128819632,7-10
GMC,Yukon,101891,Denali,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,3,449.5,4000.0,33963.666666666664,12.230770136157428,2-3
Mercedes-Benz,G-Class,38900,G 63 AMG,4 door,Petrol,8,SUV,,Left Hand,GCC Specs,4,549.5,,9725.0,13.208542908506082,4-6
Mazda,3,145000,Base,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,149.5,1749.5,18125.0,10.165890277802454,7-10
MG,HS,52901,Luxury,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,2249.5,17633.666666666668,10.817796321618973,2-3
Ford,Escape,243532,S,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,12,149.5,,20294.333333333332,9.210440366976517,10+
Toyota,Prado,0,Tx-l MID,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,0,249.5,2249.5,0.0,12.06105265381003,0-1
Audi,S3,75826,2.0 TFSI quattro S tronic,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,249.5,2249.5,9478.25,11.502885230075814,7-10
Nissan,Altima,200200,S,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,14,149.5,2249.5,14300.0,9.39274525863144,10+
Fengon,IX5,10,Other,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,3.3333333333333335,10.799595985047786,2-3
Ford,Ecosport,69000,Ambiente,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,149.5,1249.5,9857.142857142857,10.122663242288953,7-10
MINI,Clubman,45790,Cooper,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,8,149.5,1749.5,5723.75,11.082157933374816,7-10
Chevrolet,Tahoe,270000,LTZ,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,9,349.5,4000.0,30000.0,11.225256725762893,7-10
Kia,Optima,149000,EX,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,7,249.5,2249.5,21285.714285714286,9.952325334619427,7-10
Mitsubishi,Attrage,86352,GLX,4 door,Petrol,3,Sedan,5 Seater,Left Hand,GCC Specs,5,49.5,1249.5,17270.4,9.99884318585288,4-6
Hyundai,Santa Fe,145000,Standard,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,11,,2249.5,13181.818181818182,10.239959789157341,10+
Kia,Sportage,91000,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,4,149.5,1749.5,22750.0,10.993748398115178,4-6
Toyota,Hilux,0,SR5,4 door,Diesel,4,Pick Up Truck,5 Seater,Left Hand,GCC Specs,1,,2249.5,0.0,11.775297421715827,0-1
Mercedes-Benz,G-Class,23000,G 63 AMG,5+ doors,Petrol,8,Wagon,6 Seater,Left Hand,Japanese Specs,7,549.5,4000.0,3285.714285714286,13.079457964073546,7-10
Hyundai,Tucson,136700,GDI,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,9,349.5,2249.5,15188.888888888889,10.542732775946709,7-10
Cadillac,Escalade,91000,Luxury,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,18,449.5,4000.0,5055.555555555556,9.87822102528824,10+
Honda,Civic,165000,EXi,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,149.5,1749.5,18333.333333333332,10.404293143019792,7-10
BMW,3-Series,180000,318i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,European Specs,39,149.5,,4615.384615384615,11.264476926102367,10+
Ford,Expedition,39108,Limited,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,American Specs,4,349.5,3749.5,9777.0,11.466891997618188,4-6
Land Rover,Range Rover Evoque,145000,Dynamic Plus,2 door,Petrol,4,Coupe,5 Seater,Left Hand,GCC Specs,14,,,10357.142857142857,10.463131911491967,10+
Jetour,T1,71,Luxury 4WD,5+ doors,Petrol,4,SUV,,Left Hand,GCC Specs,0,249.5,2249.5,71.0,11.643962499267984,0-1
Toyota,Yaris,42365,SE,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,14121.666666666666,10.65728288404746,2-3
Porsche,Carrera / 911,55451,GT3,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,18,449.5,3749.5,3080.6111111111113,12.921472880009725,10+
Ford,Edge,108000,SEL,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,12,249.5,3249.5,9000.0,9.90353755128617,10+
Lincoln,MKC,60000,Premiere,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,9,249.5,2249.5,6666.666666666667,10.703266939811954,7-10
Volkswagen,Golf,139000,R,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,8,349.5,2249.5,17375.0,10.896757843893464,7-10
Ford,Ecosport,110000,Trend,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,8,149.5,,13750.0,10.043292972227004,7-10
Volkswagen,Jetta,205000,Highline,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,249.5,2249.5,18636.363636363636,9.680406499268875,10+
Ford,Bronco,8000,Big Bend,4 door,Petrol,4,SUV,4 Seater,Left Hand,American Specs,4,349.5,2249.5,2000.0,11.407576060361786,4-6
Mercedes-Benz,S-Class,12000,S 500 4Matic,5+ doors,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,3,249.5,3249.5,4000.0,12.818554633046093,2-3
Mercedes-Benz,G-Class,53000,G 63 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,Japanese Specs,5,549.5,4000.0,10600.0,13.120363378739665,4-6
Nissan,Patrol,0,LE T1,5+ doors,Petrol,6,SUV,8 Seater,Left Hand,GCC Specs,1,449.5,3749.5,0.0,12.559370393155763,0-1
Mazda,3,383043,S,4 door,Petrol,Unknown,Sedan,5 Seater,Left Hand,GCC Specs,12,149.5,1249.5,31920.25,9.210440366976515,10+
Honda,Accord,85000,Sport,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,4,249.5,2249.5,21250.0,11.350418300109132,4-6
Bestune,T77,14000,Deluxe,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,7000.0,10.859018228147889,2-3
Nissan,370z,63000,Standard,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,7,349.5,3749.5,9000.0,11.39640288460621,7-10
Cadillac,Escalade,27475,Premium Luxury Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,449.5,4000.0,13737.5,12.818554633046093,2-3
Mercedes-Benz,C-Class,77000,C63 AMG,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,16,449.5,4000.0,4812.5,11.507922973347437,10+
BYD,SEALION,0,06 DM-i,4 door,Hybrid,4,SUV,5 Seater,Left Hand,Chinese Specs,1,249.5,1749.5,0.0,11.78296023574194,0-1
Bentley,Continental,36000,GT V8 Mulliner Le Mans Edition,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,10,,,3600.0,12.53897064502647,7-10
Hyundai,Palisade,89441,Smart,5+ doors,Petrol,6,SUV,8 Seater,Left Hand,GCC Specs,4,249.5,3249.5,22360.25,11.407576060361786,4-6
BMW,4-Series,4980,430i M Sport,2 door,Petrol,4,Soft Top Convertible,4 Seater,Left Hand,GCC Specs,1,249.5,2249.5,4980.0,12.506180941677355,0-1
Jetour,T2,46,Luxury Plus,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,0,249.5,2249.5,46.0,11.982935344196433,0-1
Mercedes-Benz,A-Class,18000,A 200,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,249.5,,9000.0,11.827743504053695,2-3
MG,ZS,31055,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,10351.666666666666,10.799575577092764,2-3
Lincoln,Aviator,69000,Reserve,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,3,449.5,3249.5,23000.0,11.970356641102999,2-3
Mercedes-Benz,M-Class,100000,ML 400,4 door,Petrol,6,SUV,,Left Hand,GCC Specs,11,249.5,2249.5,9090.90909090909,10.968215530759236,10+
Mitsubishi,ASX,3987,Prime Edition,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,,2249.5,1993.5,11.028271034951294,2-3
Audi,Q5,34448,45 TFSI quattro,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,249.5,2249.5,17224.0,12.043265439190504,2-3
Dodge,Charger,155000,R/T,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,12,549.5,,12916.666666666666,10.043292972227004,10+
Porsche,Carrera / 911,3900,GT3,2 door,Petrol,6,Sports Car,2 Seater,Left Hand,GCC Specs,3,549.5,4000.0,1300.0,13.76421831620775,2-3
Mercedes-Benz,E-Class,41400,E450 4Matic,2 door,Petrol,6,Coupe,4 Seater,Left Hand,American Specs,4,349.5,3249.5,10350.0,11.95761769646754,4-6
Mercedes-Benz,SLS,42539,Coupe,2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,14,549.5,4000.0,3038.5,13.647093089770562,10+
Chevrolet,Tahoe,129284,Z71,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,5,349.5,4000.0,25856.8,11.80560254159177,4-6
Mercedes-Benz,A-Class,16000,A 200 AMG,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,2,149.5,1249.5,8000.0,11.84939770159144,2-3
Ferrari,F8 Spider,1222,V8 Turbo HELE,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,European Specs,3,849.5,3749.5,407.3333333333333,14.603968372873895,2-3
BMW,X7,30018,M60i,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,549.5,4000.0,15009.0,12.968981402048069,2-3
Rolls-Royce,Cullinan,4000,Black Badge,4 door,Petrol,12,SUV,5 Seater,Left Hand,European Specs,3,549.5,4000.0,1333.3333333333333,14.508158113732538,2-3
Kia,Oprius,580000,Other,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Korean Specs,20,,,29000.0,8.987321812850125,10+
Audi,R8,3805,GT,2 door,Petrol,10,Sports Car,2 Seater,Left Hand,GCC Specs,3,749.5,3749.5,1268.3333333333333,13.384729180332174,2-3
Jeep,Wrangler Unlimited,93000,Sport,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,7,249.5,3749.5,13285.714285714286,11.56171562913966,7-10
Land Rover,Range Rover Evoque,27000,Dynamic,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,7,249.5,2249.5,3857.142857142857,11.141876276228,7-10
Chevrolet,Silverado,133000,1500 LT Trail Boss,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,American Specs,6,349.5,4000.0,22166.666666666668,11.418625774449596,4-6
Chevrolet,Camaro,128000,2SS,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,13,449.5,4000.0,9846.153846153846,10.518700218288163,10+
MG,ZS,93000,Comfort,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,4,149.5,1749.5,23250.0,10.463131911491969,4-6
MINI,Cooper,83753,Cooper S,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,6,149.5,2249.5,13958.833333333334,10.915088464214607,4-6
Zeekr,X,40000,Flagship,5+ doors,Electric,,SUV,5 Seater,Left Hand,Chinese Specs,2,449.5,,20000.0,11.289794413577894,2-3
Honda,Accord,281633,V6 Sport,2 door,Petrol,6,Coupe,5 Seater,Left Hand,GCC Specs,12,249.5,3249.5,23469.416666666668,9.61587214452889,10+
Chevrolet,Silverado,86000,RST,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,Canadian Specs,4,349.5,4000.0,21500.0,11.407576060361786,4-6
Nissan,X-Trail,230000,SV,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,11,149.5,2749.5,20909.090909090908,9.87822102528824,10+
Nissan,Armada,177000,SL,4 door,Petrol,8,SUV,8 Seater,Left Hand,Japanese Specs,6,349.5,,29500.0,11.225256725762893,4-6
Nissan,Sunny,64000,SL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,6,149.5,,10666.666666666666,10.203629181337648,4-6
Porsche,Cayenne,137000,S,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,14,549.5,4000.0,9785.714285714286,10.571342565808699,10+
Nissan,Patrol,198000,LE Titanium,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,7,449.5,,28285.714285714286,11.580593459194764,7-10
Rolls-Royce,Silver Seraph,68450,Other,5+ doors,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,27,349.5,4000.0,2535.185185185185,11.918397239722838,10+
Kia,Sorento,116000,LX,4 door,Petrol,4,SUV,4 Seater,Left Hand,American Specs,9,249.5,1249.5,12888.888888888889,10.184937747111391,7-10
Cadillac,Escalade,0,ESV,5+ doors,Petrol,8,SUV,,Left Hand,Other,1,,,0.0,13.120363378739663,0-1
Alfa Romeo,GIULIETTA,70000,Premium,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,5,249.5,1249.5,14000.0,10.505094936455558,4-6
Nissan,Patrol,99000,LE Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,449.5,3249.5,49500.0,12.388398368982115,2-3
Nissan,Armada,0,Platinum,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,1,449.5,4000.0,0.0,12.706850963741102,0-1
BMW,4-Series,8000,430i Gran Coupe,4 door,Petrol,4,Coupe,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,8000.0,12.371591321286905,0-1
Volkswagen,T-Roc,38946,R-Line,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,12982.0,11.330203828154934,2-3
Dodge,Durango,140321,Limited,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,14,249.5,3749.5,10022.92857142857,9.711176264112805,10+
Ferrari,812 GTS,4500,GTS,2 door,Petrol,12,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,3,749.5,4000.0,1500.0,14.626441218624947,2-3
Infiniti,QX60,106000,Premium,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,7,249.5,,15142.857142857143,10.968215530759236,7-10
BYD,Qin Plus,16000,DM-i,4 door,Hybrid,4,Sedan,5 Seater,Left Hand,GCC Specs,0,149.5,1749.5,16000.0,10.985309671896763,0-1
Porsche,Carrera / 911,2450,GT3,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,2,549.5,4000.0,1225.0,13.764113047620114,2-3
Infiniti,G25,270000,Luxury,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,11,249.5,2749.5,24545.454545454544,9.472781556562168,10+
Porsche,Macan,54000,Standard,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,8,249.5,2249.5,6750.0,11.91170829631447,7-10
Toyota,Camry,0,Hybrid,4 door,Hybrid,6,Sedan,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,0.0,11.995357787034976,0-1
BAIC,X55,10,Other,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,0,149.5,1749.5,0.0,11.238488619268468,0-1
Toyota,Corolla,0,GLI Hybrid,4 door,Hybrid,,Sedan,5 Seater,Left Hand,GCC Specs,1,,1749.5,0.0,11.429554725537322,0-1
Mazda,CX-5,39000,Signature,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,2249.5,19500.0,11.39640288460621,2-3
Ford,Ranger,0,Raptor,4 door,Petrol,6,Pick Up Truck,5 Seater,Left Hand,GCC Specs,1,349.5,3249.5,0.0,12.337100907936577,0-1
Land Rover,Range Rover Sport,152000,Supercharged,4 door,Petrol,6,SUV,5 Seater,Left Hand,American Specs,12,349.5,3749.5,12666.666666666666,10.59665973278358,10+
Toyota,Camry,216000,LE,4 door,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,20,349.5,,10800.0,9.259225769705994,10+
Ford,Ranger,80000,Limited,4 door,Petrol,4,Pick Up Truck,5 Seater,Left Hand,American Specs,4,249.5,2249.5,20000.0,11.417526281205168,4-6
Kia,Sportage,95,SX,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,0,149.5,2249.5,95.0,11.918330571278322,0-1
Ford,Mustang,30950,Ecoboost Premium,2 door,Petrol,4,Soft Top Convertible,4 Seater,Left Hand,American Specs,2,349.5,2249.5,15475.0,11.707677772181546,2-3
Mercedes-Benz,C-Class,138000,C300 4Matic,4 door,Petrol,6,Sedan,,Left Hand,American Specs,16,349.5,,8625.0,9.680406499268875,10+
Lincoln,Navigator,45000,Standard,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,4,449.5,3749.5,11250.0,12.128111104060462,4-6
Mercedes-Benz,G-Class,13000,G 580,5+ doors,Electric,,SUV,5 Seater,Left Hand,GCC Specs,1,549.5,,13000.0,13.527829818844937,0-1
Honda,Accord,64000,EX-L,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,4,,1249.5,16000.0,11.184435286790631,4-6
Jetour,T2,20000,Luxury Plus,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,20000.0,11.767575435251748,0-1
